date,code,conc,type,stock_cord,stock_usd,flow_cord,flow_usd
2008-12-01,isc02,Cigarrillos,ejecutado,177417243.94,8993075.156,46329343.480000004,2348380.90472
2009-03-01,isc02,Cigarrillos,ejecutado,50082154.46,2507956.042,50082154.46,2507956.04222
2009-06-01,isc02,Cigarrillos,ejecutado,93138842.84,4608016.652,43056688.38,2130216.89959
2009-09-01,isc02,Cigarrillos,ejecutado,127042835.1,6208996.051,33903992.25999999,1656998.23903
2009-12-01,isc02,Cigarrillos,ejecutado,171225930.91,8266084.133,44183095.81,2132978.25429
2010-03-01,isc02,Cigarrillos,ejecutado,43929347.38,2095088.704,43929347.38,2095088.70369
2010-06-01,isc02,Cigarrillos,ejecutado,43929347.38,2069895.961,0,0
2010-09-01,isc02,Cigarrillos,ejecutado,44909966.3,2090377.427,980618.9199999943,45643.84755
2010-12-01,isc02,Cigarrillos,ejecutado,44909966.3,2064827.997,0,0
2011-03-01,isc02,Cigarrillos,ejecutado,394.91,17.937,394.91,17.93728
2011-06-01,isc02,Cigarrillos,ejecutado,394.91,17.722,0,0
2011-09-01,isc02,Cigarrillos,ejecutado,394.91,17.506,0,0
2011-12-01,isc02,Cigarrillos,ejecutado,394.91,17.292,0,0
2012-03-01,isc02,Cigarrillos,ejecutado,7384.37,319.419,7384.37,319.41899
2012-06-01,isc02,Cigarrillos,ejecutado,7384.37,315.568,0,0
2012-09-01,isc02,Cigarrillos,ejecutado,7396.17,312.24,11.800000000000182,0.49815
2012-12-01,isc02,Cigarrillos,ejecutado,7396.17,308.434,0,0
2013-03-01,isc02,Cigarrillos,ejecutado,21385889.87,881063.137,21385889.87,881063.137
2013-06-01,isc02,Cigarrillos,ejecutado,147976847.23,6023095.259,126590957.35999998,5152626.30229
2013-09-01,isc02,Cigarrillos,ejecutado,173917315.96,6992892.41,25940468.73000002,1043018.09107
2013-12-01,isc02,Cigarrillos,ejecutado,174022088.09,6911582.604,104772.12999999523,4161.20298
2014-03-01,isc02,Cigarrillos,ejecutado,1346.02,52.813,1346.02,52.81312
2014-06-01,isc02,Cigarrillos,ejecutado,1346.02,52.178,0,0
2014-09-01,isc02,Cigarrillos,ejecutado,13670.07,523.475,12324.05,471.93072
2014-12-01,isc02,Cigarrillos,ejecutado,57219.85,2164.365,43549.78,1647.28912
2015-03-01,isc02,Cigarrillos,ejecutado,0,0,0,0
2015-06-01,isc02,Cigarrillos,ejecutado,12847.29,474.306,12847.29,474.30617
2015-09-01,isc02,Cigarrillos,ejecutado,12847.29,468.54,0,0
2015-12-01,isc02,Cigarrillos,ejecutado,20907.03,753.159,8059.739999999998,290.34578
2016-03-01,isc02,Cigarrillos,ejecutado,36536.51,1300.221,36536.51,1300.22105
2016-06-01,isc02,Cigarrillos,ejecutado,79435.37,2792.773,42898.85999999999,1508.2295
2016-09-01,isc02,Cigarrillos,ejecutado,129540.48,4499.143,50105.11,1740.22879
2016-12-01,isc02,Cigarrillos,ejecutado,252161.83,8651.221,122621.34999999999,4206.919
2017-03-01,isc02,Cigarrillos,ejecutado,2271.13,76.978,2271.13,76.97763
2017-06-01,isc02,Cigarrillos,ejecutado,7085.23,237.259,4814.0999999999995,161.20698
2017-09-01,isc02,Cigarrillos,ejecutado,104954.2,3471.815,97868.97,3237.4405
2017-12-01,isc02,Cigarrillos,ejecutado,106334.7,3474.489,1380.5,45.10788
2018-03-01,isc02,Cigarrillos,ejecutado,253119.35,8170.687,253119.35,8170.68731
2018-06-01,isc02,Cigarrillos,ejecutado,352189.3,11231.961,99069.94999999998,3159.52197
2018-09-01,isc02,Cigarrillos,ejecutado,352189.3,11095.418,0,0
2018-12-01,isc02,Cigarrillos,ejecutado,352189.3,10959.802,0,0
2019-03-01,isc02,Cigarrillos,ejecutado,0,0,0,0
2019-06-01,isc02,Cigarrillos,ejecutado,0,0,0,0
2019-09-01,isc02,Cigarrillos,ejecutado,12787.43,383.673,12787.43,383.6732
2019-12-01,isc02,Cigarrillos,ejecutado,65907.03,1955.423,53119.6,1576.02768
2020-03-01,isc02,Cigarrillos,ejecutado,176238.73,5188.974,176238.73,5188.97369
2020-06-01,isc02,Cigarrillos,ejecutado,208539.15,6095.031,32300.419999999984,944.05328
2005-03-01,isc03,Rones y aguardientes,ejecutado,25331458.79,1541893,25331458.79,1541893
2005-06-01,isc03,Rones y aguardientes,ejecutado,48865186.9,2938596,23533728.11,1415243
2005-09-01,isc03,Rones y aguardientes,ejecutado,74062673.23,4399355,25197486.330000006,1496742
2005-12-01,isc03,Rones y aguardientes,ejecutado,101525789.81,5957498,27463116.58,1611526
2006-03-01,isc03,Rones y aguardientes,ejecutado,32204644.64,1866910,32204644.64,1866910
2006-06-01,isc03,Rones y aguardientes,ejecutado,58419835.81,3345887,26215191.17,1501426
2006-09-01,isc03,Rones y aguardientes,ejecutado,82653210.12,4676263,24233374.310000002,1371049
2006-12-01,isc03,Rones y aguardientes,ejecutado,118688555.05,6632951,36035344.92999999,2013848
2007-03-01,isc03,Rones y aguardientes,ejecutado,36577293.77,2019422,36577293.77,2019422
2007-06-01,isc03,Rones y aguardientes,ejecutado,69323919.63,3781332,32746625.859999992,1786192
2007-09-01,isc03,Rones y aguardientes,ejecutado,104992621.87,5657292,35668702.24000001,1921928
2007-12-01,isc03,Rones y aguardientes,ejecutado,144465258.8,7689044,39472636.93000001,2100899
2008-03-01,isc03,Rones y aguardientes,ejecutado,55139640.15,2899135,55139640.15,2899135
2008-06-01,isc03,Rones y aguardientes,ejecutado,96263881.19,5000339,41124241.04,2136161
2008-09-01,isc03,Rones y aguardientes,ejecutado,139003051.94,7132851,42739170.75,2193133
2008-12-01,isc03,Rones y aguardientes,ejecutado,188695738.31,9564769,49692686.370000005,2518865
2009-03-01,isc03,Rones y aguardientes,ejecutado,43360216.11,2171343,43360216.11,2171343
2009-06-01,isc03,Rones y aguardientes,ejecutado,73168454.47,3619988,29808238.36,1474754
2009-09-01,isc03,Rones y aguardientes,ejecutado,108169785.37,5286609,35001330.900000006,1710629
2009-12-01,isc03,Rones y aguardientes,ejecutado,147487593.94,7120095,39317808.56999999,1898102
2010-03-01,isc03,Rones y aguardientes,ejecutado,63447245.66,3025941,63447245.66,3025941
2010-06-01,isc03,Rones y aguardientes,ejecutado,108590172.97,5116633,45142927.31,2127078
2010-09-01,isc03,Rones y aguardientes,ejecutado,149636090.05,6964955,41045917.08000001,1910522
2010-12-01,isc03,Rones y aguardientes,ejecutado,197647940.97,9087270,48011850.91999999,2207444
2011-03-01,isc03,Rones y aguardientes,ejecutado,74676189.35,3391880,74676189.35,3391880
2011-06-01,isc03,Rones y aguardientes,ejecutado,122725076.84,5507289,48048887.49000001,2156194
2011-09-01,isc03,Rones y aguardientes,ejecutado,176315032,7815954,53589955.16,2375615
2011-12-01,isc03,Rones y aguardientes,ejecutado,240386384.17,10525957,64071352.16999999,2805535
2012-03-01,isc03,Rones y aguardientes,ejecutado,57963158.36,2507260,57963158.36,2507260
2012-06-01,isc03,Rones y aguardientes,ejecutado,112178975.93,4793915,54215817.57000001,2316887
2012-09-01,isc03,Rones y aguardientes,ejecutado,166492120.69,7028703,54313144.75999999,2292907
2012-12-01,isc03,Rones y aguardientes,ejecutado,213854124.68,8918111,47362003.99000001,1975083
2013-03-01,isc03,Rones y aguardientes,ejecutado,73385153.68,3023346,73385153.68,3023346
2013-06-01,isc03,Rones y aguardientes,ejecutado,132255626.92,5383195,58870473.239999995,2396202
2013-09-01,isc03,Rones y aguardientes,ejecutado,190640383.96,7665296,58384757.04000001,2347543
2013-12-01,isc03,Rones y aguardientes,ejecutado,252933410.74,10045680,62293026.78,2474073
2014-03-01,isc03,Rones y aguardientes,ejecutado,76465865.07,3000253,76465865.07,3000253
2014-06-01,isc03,Rones y aguardientes,ejecutado,129582353.07,5023223,53116488,2059046
2014-09-01,isc03,Rones y aguardientes,ejecutado,179256259.82,6864345,49673906.75,1902187
2014-12-01,isc03,Rones y aguardientes,ejecutado,230419155.18,8715703,51162895.360000014,1935258
2015-03-01,isc03,Rones y aguardientes,ejecutado,66360695.7,2479774,66360695.7,2479774
2015-06-01,isc03,Rones y aguardientes,ejecutado,125325788.2,4626874,58965092.5,2176919
2015-09-01,isc03,Rones y aguardientes,ejecutado,189702796.45,6918456,64377008.249999985,2347828
2015-12-01,isc03,Rones y aguardientes,ejecutado,264134147.86,9515224,74431351.41000003,2681331
2016-03-01,isc03,Rones y aguardientes,ejecutado,88494269.52,3149237,88494269.52,3149237
2016-06-01,isc03,Rones y aguardientes,ejecutado,158546102.39,5574132,70051832.86999999,2462868
2016-09-01,isc03,Rones y aguardientes,ejecutado,236178985.3,8202865,77632882.91000003,2696311
2016-12-01,isc03,Rones y aguardientes,ejecutado,304922343.09,10461340,68743357.78999996,2358462
2017-03-01,isc03,Rones y aguardientes,ejecutado,97091363.42,3290813,97091363.42,3290813
2017-06-01,isc03,Rones y aguardientes,ejecutado,189462441.65,6344419,92371078.23,3093177
2017-09-01,isc03,Rones y aguardientes,ejecutado,267515338.89,8849230,78052897.23999998,2581938
2017-12-01,isc03,Rones y aguardientes,ejecutado,355363176.04,11611502,87847837.15000004,2870430
2018-03-01,isc03,Bebidas alcohólicas,ejecutado,118266258.87,3817632,118266258.87,3817632
2018-06-01,isc03,Bebidas alcohólicas,ejecutado,192410134.29,6136311,74143875.41999999,2364584
2018-09-01,isc03,Bebidas alcohólicas,ejecutado,257920047,8125547,65509912.71000001,2063833
2018-12-01,isc03,Bebidas alcohólicas,ejecutado,352612561.36,10972974,94692514.36000001,2946743
2019-03-01,isc03,Bebidas alcohólicas,ejecutado,108332550.22,3330450,108332550.22,3330450
2019-06-01,isc03,Bebidas alcohólicas,ejecutado,253434158.02,7697599,145101607.8,4407196
2019-09-01,isc03,Bebidas alcohólicas,ejecutado,400653347.11,12021176,147219189.09,4417155
2019-12-01,isc03,Bebidas alcohólicas,ejecutado,583116368.93,17300724,182463021.81999993,5413572
2020-03-01,isc03,Bebidas alcohólicas,ejecutado,171712954.25,5055722,171712954.25,5055722
2020-06-01,isc03,Bebidas alcohólicas,ejecutado,344835435.89,10078600,173122481.64,5059899
2005-03-01,isc04,Cervezas,ejecutado,76698120.01,4668515,76698120.01,4668515
2005-06-01,isc04,Cervezas,ejecutado,167867257.31,10095001,91169137.3,5482620.7
2005-09-01,isc04,Cervezas,ejecutado,252268308.86,14984846,84401051.55000001,5013458.9
2005-12-01,isc04,Cervezas,ejecutado,339754797.56,19936694,87486488.69999999,5133677
2006-03-01,isc04,Cervezas,ejecutado,101345538.44,5875023,101345538.44,5875023.1
2006-06-01,isc04,Cervezas,ejecutado,206677828.43,11837086,105332289.99000001,6032710
2006-09-01,isc04,Cervezas,ejecutado,307938858.28,17422227,101261029.84999996,5729035.3
2006-12-01,isc04,Cervezas,ejecutado,422163289.3,23592743,114224431.02000004,6383472.3
2007-03-01,isc04,Cervezas,ejecutado,119284303.03,6585653,119284303.03,6585653.1
2007-06-01,isc04,Cervezas,ejecutado,242595110.71,13232556,123310807.68,6726092.6
2007-09-01,isc04,Cervezas,ejecutado,356984471,19235308,114389360.28999999,6163614.4
2007-12-01,isc04,Cervezas,ejecutado,479595677.69,25526085,122611206.69,6525880.4
2008-03-01,isc04,Cervezas,ejecutado,151807990.79,7981768,151807990.79,7981767.5
2008-06-01,isc04,Cervezas,ejecutado,293529617.59,15247126,141721626.79999998,7361599.7
2008-09-01,isc04,Cervezas,ejecutado,428299610.41,21977915,134769992.82000005,6915634.2
2008-12-01,isc04,Cervezas,ejecutado,560969560.37,28434899,132669949.95999998,6724886.5
2009-03-01,isc04,Cervezas,ejecutado,155064142.87,7765122,155064142.87,7765122.3
2009-06-01,isc04,Cervezas,ejecutado,296153151.64,14652089,141089008.76999998,6980336.9
2009-09-01,isc04,Cervezas,ejecutado,426000020.96,20820005,129846869.32,6346038.3
2009-12-01,isc04,Cervezas,ejecutado,556071365.81,26844840,130071344.84999996,6279309.9
2010-03-01,isc04,Cervezas,ejecutado,164616168.48,7850913,164616168.48,7850912.8
2010-06-01,isc04,Cervezas,ejecutado,323239568.81,15230645,158623400.33,7474136.4
2010-09-01,isc04,Cervezas,ejecutado,471037611.18,21924897,147798042.37,6879401.5
2010-12-01,isc04,Cervezas,ejecutado,644680737.93,29640522,173643126.74999994,7983599.6
2011-03-01,isc04,Cervezas,ejecutado,175198317.91,7957713,175198317.91,7957713.4
2011-06-01,isc04,Cervezas,ejecutado,376472052.66,16894186,201273734.75000003,9032160.4
2011-09-01,isc04,Cervezas,ejecutado,576216363.83,25543374,199744311.17000002,8854562.1
2011-12-01,isc04,Cervezas,ejecutado,780674776.06,34183921,204458412.2299999,8952755.3
2012-03-01,isc04,Cervezas,ejecutado,239969535.55,10380144,239969535.55,10380144.4
2012-06-01,isc04,Cervezas,ejecutado,478312431.37,20440455,238342895.82,10185470.9
2012-09-01,isc04,Cervezas,ejecutado,699714757.23,29539459,221402325.86,9346815.9
2012-12-01,isc04,Cervezas,ejecutado,915091214.64,38160990,215376457.40999997,8981595.2
2013-03-01,isc04,Cervezas,ejecutado,273777573.51,11279181,273777573.51,11279181.2
2013-06-01,isc04,Cervezas,ejecutado,558776750.67,22743866,284999177.15999997,11600309.3
2013-09-01,isc04,Cervezas,ejecutado,798555619.87,32108439,239778869.20000005,9641063.2
2013-12-01,isc04,Cervezas,ejecutado,1047310104.26,41595698,248754484.39,9879706.6
2014-03-01,isc04,Cervezas,ejecutado,292316125.34,11469464,292316125.34,11469463.5
2014-06-01,isc04,Cervezas,ejecutado,593737753.69,23016075,301421628.3500001,11684523.8
2014-09-01,isc04,Cervezas,ejecutado,872057765.55,33394123,278320011.8599999,10657840.8
2014-12-01,isc04,Cervezas,ejecutado,1183682303.91,44773291,311624538.36000013,11787331.9
2015-03-01,isc04,Cervezas,ejecutado,312557875.07,11679698,312557875.07,11679697.8
2015-06-01,isc04,Cervezas,ejecutado,649914384.5,23994041,337356509.43,12454788.1
2015-09-01,isc04,Cervezas,ejecutado,972484838.55,35466499,322570454.04999995,11764136.7
2015-12-01,isc04,Cervezas,ejecutado,1370485526.46,49370660,398000687.9100001,14337660.9
2016-03-01,isc04,Cervezas,ejecutado,327684210.73,11661265,327684210.73,11661264.5
2016-06-01,isc04,Cervezas,ejecutado,738055513.37,25948407,410371302.64,14427751.8
2016-09-01,isc04,Cervezas,ejecutado,1097068203.06,38102894,359012689.68999994,12469071.9
2016-12-01,isc04,Cervezas,ejecutado,1476117846.44,50642961,379049643.3800001,13004514.7
2017-03-01,isc04,Cervezas,ejecutado,427566885.92,14491943,427566885.92,14491943.5
2017-06-01,isc04,Cervezas,ejecutado,848256214.09,28405065,420689328.17,14087380.2
2017-09-01,isc04,Cervezas,ejecutado,1235509827.61,40869844,387253613.51999986,12810092.2
2017-12-01,isc04,Cervezas,ejecutado,1648803878.35,53874712,413294050.74,13504394.4
2018-03-01,isc04,Cervezas,ejecutado,471013366.64,15204302,471013366.64,15204301.6
2018-06-01,isc04,Cervezas,ejecutado,876694365.21,27959387,405680998.57000005,12937909.3
2018-09-01,isc04,Cervezas,ejecutado,1270198306.76,40016495,393503941.54999995,12396999.9
2018-12-01,isc04,Cervezas,ejecutado,1662925112.81,51748677,392726806.04999995,12221291.5
2019-03-01,isc04,Cervezas,ejecutado,442307185.84,13597778,442307185.84,13597777.8
2019-06-01,isc04,Cervezas,ejecutado,940939911.3,28579329,498632725.46,15145056.9
2019-09-01,isc04,Cervezas,ejecutado,1398513921.51,41960919,457574010.21000004,13729020.3
2019-12-01,isc04,Cervezas,ejecutado,1857159619.24,55100847,458645697.73,13607751.4
2020-03-01,isc04,Cervezas,ejecutado,558546564.21,16445213,558546564.21,16445212.8
2020-06-01,isc04,Cervezas,ejecutado,963267327.18,28153680,404720762.9699999,11828885.4
2005-03-01,isc05,Gaseosas,ejecutado,35780421.49,2177908,35780421.49,2177908
2005-06-01,isc05,Gaseosas,ejecutado,73334554.28,4410106,37554132.79,2258386
2005-09-01,isc05,Gaseosas,ejecutado,97403490.02,5785809,24068935.739999995,1429705
2005-12-01,isc05,Gaseosas,ejecutado,127779296.56,7498045,30375806.540000007,1782442
2006-03-01,isc05,Gaseosas,ejecutado,30864379.08,1789215,30864379.08,1789215
2006-06-01,isc05,Gaseosas,ejecutado,70858797.37,4058305,39994418.29000001,2290606
2006-09-01,isc05,Gaseosas,ejecutado,110075203.22,6227714,39216405.849999994,2218743
2006-12-01,isc05,Gaseosas,ejecutado,148927248.65,8322851,38852045.43000001,2171260
2007-03-01,isc05,Gaseosas,ejecutado,23798203.65,1313892,23798203.65,1313892
2007-06-01,isc05,Gaseosas,ejecutado,67371526.64,3674837,43573322.99,2376744
2007-09-01,isc05,Gaseosas,ejecutado,104431636.71,5627065,37060110.06999999,1996901
2007-12-01,isc05,Gaseosas,ejecutado,146075475.89,7774747,41643839.17999999,2216459
2008-03-01,isc05,Gaseosas,ejecutado,45961328.03,2416557,45961328.03,2416557
2008-06-01,isc05,Gaseosas,ejecutado,101507352.03,5272706,55546024,2885287
2008-09-01,isc05,Gaseosas,ejecutado,146722309.64,7528960,45214957.609999985,2320176
2008-12-01,isc05,Gaseosas,ejecutado,193580728.76,9812384,46858419.120000005,2375199
2009-03-01,isc05,Gaseosas,ejecutado,46462124.53,2326676,46462124.53,2326676
2009-06-01,isc05,Gaseosas,ejecutado,98347934.35,4865735,51885809.81999999,2567035
2009-09-01,isc05,Gaseosas,ejecutado,144324942.86,7053629,45977008.51000002,2247046
2009-12-01,isc05,Gaseosas,ejecutado,187602113.25,9056659,43277170.389999986,2089244
2010-03-01,isc05,Gaseosas,ejecutado,65589917.52,3128130,65589917.52,3128130
2010-06-01,isc05,Gaseosas,ejecutado,126525361.11,5961717,60935443.589999996,2871202
2010-09-01,isc05,Gaseosas,ejecutado,186081225.64,8661329,59555864.52999999,2772085
2010-12-01,isc05,Gaseosas,ejecutado,248139530.93,11408725,62058305.29000002,2853258
2011-03-01,isc05,Gaseosas,ejecutado,62879093.52,2856042,62879093.52,2856042
2011-06-01,isc05,Gaseosas,ejecutado,140978223.12,6326399,78099129.6,3504699
2011-09-01,isc05,Gaseosas,ejecutado,213563345.34,9467153,72585122.22,3217661
2011-12-01,isc05,Gaseosas,ejecutado,291527946.08,12765326,77964600.73999998,3413887
2012-03-01,isc05,Gaseosas,ejecutado,74077615.59,3204308,74077615.59,3204308
2012-06-01,isc05,Gaseosas,ejecutado,173172001.75,7400424,99094386.16,4234752
2012-09-01,isc05,Gaseosas,ejecutado,254475151.4,10743033,81303149.65,3432329
2012-12-01,isc05,Gaseosas,ejecutado,350724902.23,14625875,96249750.83000001,4013792
2013-03-01,isc05,Gaseosas,ejecutado,89364995.91,3681689,89364995.91,3681689
2013-06-01,isc05,Gaseosas,ejecutado,201130069.74,8186589,111765073.83000001,4549169
2013-09-01,isc05,Gaseosas,ejecutado,293849286.86,11815134,92719217.12,3728068
2013-12-01,isc05,Gaseosas,ejecutado,388721427.65,15438731,94872140.78999996,3768008
2014-03-01,isc05,Gaseosas,ejecutado,97435703.17,3823037,97435703.17,3823037
2014-06-01,isc05,Gaseosas,ejecutado,216083818.09,8376428,118648114.92,4599360
2014-09-01,isc05,Gaseosas,ejecutado,317793779.48,12169429,101709961.39000002,3894828
2014-12-01,isc05,Gaseosas,ejecutado,423442591.04,16016898,105648811.56,3996212
2015-03-01,isc05,Gaseosas,ejecutado,118298204.71,4420581,118298204.71,4420581
2015-06-01,isc05,Gaseosas,ejecutado,247789455.25,9148082,129491250.54,4780658
2015-09-01,isc05,Gaseosas,ejecutado,364796122.36,13304106,117006667.11000001,4267230
2015-12-01,isc05,Gaseosas,ejecutado,500553189.11,18032034,135757066.75,4890541
2016-03-01,isc05,Gaseosas,ejecutado,120660048.72,4293917,120660048.72,4293917
2016-06-01,isc05,Gaseosas,ejecutado,258288254.67,9080847,137628205.95,4838705
2016-09-01,isc05,Gaseosas,ejecutado,392450154.96,13630407,134161900.28999999,4659653
2016-12-01,isc05,Gaseosas,ejecutado,524696068,18001383,132245913.04000002,4537121
2017-03-01,isc05,Gaseosas,ejecutado,125306448.55,4247134,125306448.55,4247134
2017-06-01,isc05,Gaseosas,ejecutado,279026047.22,9343584,153719598.67000002,5147519
2017-09-01,isc05,Gaseosas,ejecutado,407681987.2,13485849,128655939.97999996,4255853
2017-12-01,isc05,Gaseosas,ejecutado,544850294.05,17802998,137168306.84999996,4481978
2018-03-01,isc05,Aguas gaseadas,ejecutado,136706246.31,4412875,136706246.31,4412875
2018-06-01,isc05,Aguas gaseadas,ejecutado,261954802.59,8354218,125248556.28,3994406
2018-09-01,isc05,Aguas gaseadas,ejecutado,393087038.1,12383866,131132235.51000002,4131207
2018-12-01,isc05,Aguas gaseadas,ejecutado,523104581.14,16278526,130017543.03999996,4046025
2019-03-01,isc05,Aguas gaseadas,ejecutado,147090519.07,4521980,147090519.07,4521980
2019-06-01,isc05,Aguas gaseadas,ejecutado,263724047.97,8010136,116633528.9,3542530
2019-09-01,isc05,Aguas gaseadas,ejecutado,368908193.42,11068697,105184145.45000002,3155938
2019-12-01,isc05,Aguas gaseadas,ejecutado,470142336.23,13948850,101234142.81,3003558
2020-03-01,isc05,Aguas gaseadas,ejecutado,118331247.2,3484011,118331247.2,3484011
2020-06-01,isc05,Aguas gaseadas,ejecutado,272742303.23,7971515,154411056.03000003,4513015
2018-03-01,isc06,Otros ISC por enajenación de bienes,ejecutado,33413452.55,1078586,33413452.55,1078586
2018-06-01,isc06,Otros ISC por enajenación de bienes,ejecutado,58696670.53,1871944,25283217.98,806328
2018-09-01,isc06,Otros ISC por enajenación de bienes,ejecutado,88247701.99,2780167,29551031.459999993,930980
2018-12-01,isc06,Otros ISC por enajenación de bienes,ejecutado,108986061.65,3391544,20738359.66000001,645358
2019-03-01,isc06,Otros ISC por enajenación de bienes,ejecutado,33522414.64,1030574,33522414.64,1030574
2019-06-01,isc06,Otros ISC por enajenación de bienes,ejecutado,78375128.28,2380501,44852713.64,1362319
2019-09-01,isc06,Otros ISC por enajenación de bienes,ejecutado,133072670.14,3992704,54697541.86,1641141
2019-12-01,isc06,Otros ISC por enajenación de bienes,ejecutado,187943007.88,5576160,54870337.739999995,1627971
2020-03-01,isc06,Otros ISC por enajenación de bienes,ejecutado,58816900.07,1731738,58816900.07,1731738
2020-06-01,isc06,Otros ISC por enajenación de bienes,ejecutado,101253109.59,2959353,42436209.52,1240295
2005-03-01,isc07,ISC a la importación,ejecutado,133663541.84,8135926,133663541.84,8135926
2005-06-01,isc07,ISC a la importación,ejecutado,289763903.42,17425475,156100361.58,9387377
2005-09-01,isc07,ISC a la importación,ejecutado,488255586.26,29002593,198491682.83999997,11790492
2005-12-01,isc07,ISC a la importación,ejecutado,734355825.09,43091747,246100238.83000004,14441077
2006-03-01,isc07,ISC a la importación,ejecutado,222150985.48,12878141,222150985.48,12878141
2006-06-01,isc07,ISC a la importación,ejecutado,451631964.06,25866376,229480978.58,13143094
2006-09-01,isc07,ISC a la importación,ejecutado,697997871.64,39490557,246365907.57999998,13938620
2006-12-01,isc07,ISC a la importación,ejecutado,975615307.77,54522603,277617436.13,15514748
2007-03-01,isc07,ISC a la importación,ejecutado,0,0,0,0
2007-06-01,isc07,ISC a la importación,ejecutado,471960709.56,25743497,471960709.56,25743497
2007-09-01,isc07,ISC a la importación,ejecutado,706129774.12,38048221,234169064.56,12617675
2007-12-01,isc07,ISC a la importación,ejecutado,1025464639.93,54579510,319334865.80999994,16996335
2008-03-01,isc07,ISC a la importación,ejecutado,274238078.16,14418902,274238078.16,14418902
2008-06-01,isc07,ISC a la importación,ejecutado,613699721.27,31878068,339461643.10999995,17633023
2008-09-01,isc07,ISC a la importación,ejecutado,865732322.72,44424489,252032601.45000005,12932888
2008-12-01,isc07,ISC a la importación,ejecutado,1180076469.34,59816713,314344146.6199999,15933742
2009-03-01,isc07,ISC a la importación,ejecutado,202031580.08,10117103,202031580.08,10117103
2009-06-01,isc07,ISC a la importación,ejecutado,412437503.44,20405223,210405923.35999998,10409771
2009-09-01,isc07,ISC a la importación,ejecutado,659223646.75,32218401,246786143.31,12061241
2009-12-01,isc07,ISC a la importación,ejecutado,975188970,47078115,315965323.25,15253507
2010-03-01,isc07,ISC a la importación,ejecutado,329993023.55,15738104,329993023.55,15738104
2010-06-01,isc07,ISC a la importación,ejecutado,680513584.69,32064950,350520561.14000005,16516091
2010-09-01,isc07,ISC a la importación,ejecutado,1083229622.38,50419961,402716037.69000006,18744804
2010-12-01,isc07,ISC a la importación,ejecutado,1558580344.24,71658934,475350721.8599999,21855226
2011-03-01,isc07,ISC a la importación,ejecutado,419608390.58,19059106,419608390.58,19059106
2011-06-01,isc07,ISC a la importación,ejecutado,864649611.2,38801158,445041220.62000006,19971228
2011-09-01,isc07,ISC a la importación,ejecutado,1350539388.5,59868713,485889777.29999995,21539243
2011-12-01,isc07,ISC a la importación,ejecutado,1901385450.29,83257218,550846061.79,24120260
2012-03-01,isc07,ISC a la importación,ejecutado,497001789.11,21498355,497001789.11,21498355
2012-06-01,isc07,ISC a la importación,ejecutado,1044078074.25,44618183,547076285.14,23379046
2012-09-01,isc07,ISC a la importación,ejecutado,1567159847.48,66159895,523081773.23,22082645
2012-12-01,isc07,ISC a la importación,ejecutado,2233350808.97,93134845,666190961.4899998,27781391
2013-03-01,isc07,ISC a la importación,ejecutado,542475086.24,22349072,542475086.24,22349072
2013-06-01,isc07,ISC a la importación,ejecutado,1005950392.87,40945156,463475306.63,18864816
2013-09-01,isc07,ISC a la importación,ejecutado,1430248746.67,57507647,424298353.8000001,17060249
2013-12-01,isc07,ISC a la importación,ejecutado,1924147761.04,76420794,493899014.3699999,19616038
2014-03-01,isc07,ISC a la importación,ejecutado,391373188.35,15356117,391373188.35,15356117
2014-06-01,isc07,ISC a la importación,ejecutado,834409868.76,32345662,443036680.40999997,17174191
2014-09-01,isc07,ISC a la importación,ejecutado,1300513991.03,49801202,466104122.27,17848747
2014-12-01,isc07,ISC a la importación,ejecutado,1902057557.62,71946144,601543566.5899999,22753644
2015-03-01,isc07,ISC a la importación,ejecutado,456727941.22,17067061,456727941.22,17067061
2015-06-01,isc07,ISC a la importación,ejecutado,1374494311.36,50744642,917766370.1399999,33882808
2015-09-01,isc07,ISC a la importación,ejecutado,2125986081.22,77534661,751491769.8600001,27406887
2015-12-01,isc07,ISC a la importación,ejecutado,3105268567,111864851,979282485.78,35277879
2016-03-01,isc07,ISC a la importación,ejecutado,733015782,26085758,733015782,26085758
2016-06-01,isc07,ISC a la importación,ejecutado,1646750755.2,57896132,913734973.2,32124911
2016-09-01,isc07,ISC a la importación,ejecutado,2451600633.04,85147922,804849877.8399999,27953694
2016-12-01,isc07,ISC a la importación,ejecutado,3505023794.38,120251092,1053423161.3400002,36141063
2017-03-01,isc07,ISC a la importación,ejecutado,807618041.49,27373390,807618041.49,27373390
2017-06-01,isc07,ISC a la importación,ejecutado,1600695191.17,53601554,793077149.6800001,26557316
2017-09-01,isc07,ISC a la importación,ejecutado,2440901852.13,80743411,840206660.96,27793478
2017-12-01,isc07,ISC a la importación,ejecutado,3540802087.83,115695805,1099900235.6999998,35939270
2018-03-01,isc07,Otros ISC por importación o internación de bienes,ejecutado,766337851.74,24737370,766337851.74,24737370
2018-06-01,isc07,Otros ISC por importación o internación de bienes,ejecutado,1496420943.77,47723602,730083092.03,23283686
2018-09-01,isc07,Otros ISC por importación o internación de bienes,ejecutado,2089882492.61,65839933,593461548.8399999,18696491
2018-12-01,isc07,Otros ISC por importación o internación de bienes,ejecutado,2762692590.21,85972414,672810097.6000001,20937222
2019-03-01,isc07,Otros ISC por importación o internación de bienes,ejecutado,756549072.63,23258465,756549072.63,23258465
