date,code,conc,type,stock_cord,stock_usd,flow_cord,flow_usd
2012-06-01,fomav,FOMAV,ejecutado,421205859.49,18000033,216739641.39000002,9262266
2012-09-01,fomav,FOMAV,ejecutado,624813779.06,26377407,203607919.56999993,8595600
2012-12-01,fomav,FOMAV,ejecutado,832942258.12,34735227,208128479.06000006,8679341
2013-03-01,fomav,FOMAV,ejecutado,223028985.36,9188424,223028985.36,9188424
2013-06-01,fomav,FOMAV,ejecutado,519788690.65,21156937,296759705.28999996,12078998
2013-09-01,fomav,FOMAV,ejecutado,738666063.9,29700391,218877373.25,8800653
2013-12-01,fomav,FOMAV,ejecutado,995148178.22,39523999,256482114.32000005,10186623
2014-03-01,fomav,FOMAV,ejecutado,258288202.09,10134327,258288202.09,10134327
2014-06-01,fomav,FOMAV,ejecutado,517254981.94,20051242,258966779.85,10038774
2014-09-01,fomav,FOMAV,ejecutado,758270805.71,29036825,241015823.77000004,9229334
2014-12-01,fomav,FOMAV,ejecutado,1021170063.64,38626196,262899257.92999995,9944277
2015-03-01,fomav,FOMAV,ejecutado,303584157.45,11344367,303584157.45,11344367
2015-06-01,fomav,FOMAV,ejecutado,587394341.17,21685878,283810183.71999997,10477924
2015-09-01,fomav,FOMAV,ejecutado,874271879.42,31884674,286877538.25,10462417
2015-12-01,fomav,FOMAV,ejecutado,1200844244.89,43259467,326572365.47000015,11764512
2016-03-01,fomav,FOMAV,ejecutado,325778406.54,11593443,325778406.54,11593443
2016-06-01,fomav,FOMAV,ejecutado,682535309.17,23996439,356756902.62999994,12542787
2016-09-01,fomav,FOMAV,ejecutado,1004183349.46,34876857,321648040.2900001,11171339
2016-12-01,fomav,FOMAV,ejecutado,1354463289.92,46469211,350279940.46000004,12017478
2017-03-01,fomav,FOMAV,ejecutado,362301723.55,12279847,362301723.55,12279847
2017-06-01,fomav,FOMAV,ejecutado,739349287.36,24758162,377047563.81,12625974
2017-09-01,fomav,FOMAV,ejecutado,1091943700.46,36120772,352594413.1,11663589
2017-12-01,fomav,FOMAV,ejecutado,1483163153.56,48462397,391219453.0999999,12783106
2018-03-01,fomav,FOMAV,ejecutado,369522431.03,11928176,369522431.03,11928176
2018-06-01,fomav,FOMAV,ejecutado,758282641.26,24183021,388760210.23,12398274
2018-09-01,fomav,FOMAV,ejecutado,1083497637.23,34134652,325214995.97,10245616
2018-12-01,fomav,FOMAV,ejecutado,1457022597.49,45341183,373524960.26,11623748
2019-03-01,fomav,FOMAV,ejecutado,396575521.73,12191857,396575521.73,12191857
2019-06-01,fomav,FOMAV,ejecutado,798122961.56,24241525,401547439.8299999,12196269
2019-09-01,fomav,FOMAV,ejecutado,1178909159.6,35371912,380786198.03999996,11425084
2019-12-01,fomav,FOMAV,ejecutado,1552526934.29,46062572,373617774.69000006,11085022
2020-03-01,fomav,FOMAV,ejecutado,307996506.36,9068301,307996506.36,9068301
2020-06-01,fomav,FOMAV,ejecutado,669089258.41,19555656,361092752.04999995,10553757
2005-03-01,for01,Derechos de vigencia sector forestal,ejecutado,274487.2,16707.68,274487.2,16707.68
2005-06-01,for01,Derechos de vigencia sector forestal,ejecutado,280608.54,16874.901,6121.339999999967,368.118
2005-09-01,for01,Derechos de vigencia sector forestal,ejecutado,480933.96,28567.685,200325.42000000004,11899.416
2005-12-01,for01,Derechos de vigencia sector forestal,ejecutado,490779.72,28798.785,9845.759999999951,577.746
2006-03-01,for01,Derechos de vigencia sector forestal,ejecutado,101065.28,5858.776,101065.28,5858.776
2006-06-01,for01,Derechos de vigencia sector forestal,ejecutado,159563.05,9138.675,58497.76999999999,3350.35
2006-09-01,for01,Derechos de vigencia sector forestal,ejecutado,162785.46,9209.897,3222.4100000000035,182.314
2006-12-01,for01,Derechos de vigencia sector forestal,ejecutado,169023.08,9445.914,6237.619999999995,348.592
2007-03-01,for01,Derechos de vigencia sector forestal,ejecutado,323541.49,17862.635,323541.49,17862.635
2007-06-01,for01,Derechos de vigencia sector forestal,ejecutado,122808.35,6698.686,-200733.13999999998,-10949.159
2007-09-01,for01,Derechos de vigencia sector forestal,ejecutado,125253.93,6749.027,2445.579999999987,131.775
2007-12-01,for01,Derechos de vigencia sector forestal,ejecutado,128546.09,6841.76,3292.1600000000035,175.223
2008-03-01,for01,Derechos de vigencia sector forestal,ejecutado,269085.45,14147.987,269085.45,14147.987
2008-06-01,for01,Derechos de vigencia sector forestal,ejecutado,459854.7,23886.73,190769.25,9909.333
2008-09-01,for01,Derechos de vigencia sector forestal,ejecutado,673201.9,34544.916,213347.2,10947.772
2008-12-01,for01,Derechos de vigencia sector forestal,ejecutado,750752.77,38054.791,77550.87,3930.964
2009-03-01,for01,Derechos de vigencia sector forestal,ejecutado,138828.02,6952.069,138828.02,6952.069
2009-06-01,for01,Derechos de vigencia sector forestal,ejecutado,193753.33,9585.889,54925.31,2717.413
2009-09-01,for01,Derechos de vigencia sector forestal,ejecutado,224377.37,10966.051,30624.040000000008,1496.696
2009-12-01,for01,Derechos de vigencia sector forestal,ejecutado,233056.36,11251.003,8678.98999999999,418.986
2010-03-01,for01,Derechos de vigencia sector forestal,ejecutado,97827.18,4665.597,97827.18,4665.597
2010-06-01,for01,Derechos de vigencia sector forestal,ejecutado,113729.63,5358.798,15902.450000000012,749.304
2010-09-01,for01,Derechos de vigencia sector forestal,ejecutado,125502.38,5841.629,11772.75,547.974
2010-12-01,for01,Derechos de vigencia sector forestal,ejecutado,175693.52,8077.871,50191.139999999985,2307.641
2011-03-01,for01,Derechos de vigencia sector forestal,ejecutado,114251.84,5189.453,114251.84,5189.453
2011-06-01,for01,Derechos de vigencia sector forestal,ejecutado,166974.19,7492.968,52722.350000000006,2365.916
2011-09-01,for01,Derechos de vigencia sector forestal,ejecutado,166974.19,7401.88,0,0
2011-12-01,for01,Derechos de vigencia sector forestal,ejecutado,296601.76,12987.497,129627.57,5676.088
2012-03-01,for01,Derechos de vigencia sector forestal,ejecutado,128928.36,5576.937,128928.36,5576.937
2012-06-01,for01,Derechos de vigencia sector forestal,ejecutado,151377.54,6469.048,22449.180000000008,959.355
2012-09-01,for01,Derechos de vigencia sector forestal,ejecutado,156176.13,6593.199,4798.5899999999965,202.579
2012-12-01,for01,Derechos de vigencia sector forestal,ejecutado,171270.58,7142.299,15094.449999999983,629.466
2013-03-01,for01,Derechos de vigencia sector forestal,ejecutado,165951.77,6836.937,165951.77,6836.937
2013-06-01,for01,Derechos de vigencia sector forestal,ejecutado,209378.84,8522.338,43427.07000000001,1767.61
2013-09-01,for01,Derechos de vigencia sector forestal,ejecutado,248022.21,9972.513,38643.369999999995,1553.778
2013-12-01,for01,Derechos de vigencia sector forestal,ejecutado,255500.29,10147.628,7478.080000000016,297.005
2014-03-01,for01,Derechos de vigencia sector forestal,ejecutado,190252.17,7464.83,190252.17,7464.83
2014-06-01,for01,Derechos de vigencia sector forestal,ejecutado,282196.33,10939.261,91944.16,3564.189
2014-09-01,for01,Derechos de vigencia sector forestal,ejecutado,313931.45,12021.527,31735.119999999995,1215.248
2014-12-01,for01,Derechos de vigencia sector forestal,ejecutado,317728.24,12018.207,3796.789999999979,143.615
2015-03-01,for01,Derechos de vigencia sector forestal,ejecutado,132851.89,4964.424,132851.89,4964.424
2015-06-01,for01,Derechos de vigencia sector forestal,ejecutado,145607.22,5375.64,12755.329999999987,470.911
2015-09-01,for01,Derechos de vigencia sector forestal,ejecutado,249954.44,9115.832,104347.22,3805.541
2015-12-01,for01,Derechos de vigencia sector forestal,ejecutado,481706.52,17353.098,231752.08000000002,8348.686
2016-03-01,for01,Derechos de vigencia sector forestal,ejecutado,143725.84,5114.757,143725.84,5114.757
2016-06-01,for01,Derechos de vigencia sector forestal,ejecutado,146717.47,5158.263,2991.6300000000047,105.179
2016-09-01,for01,Derechos de vigencia sector forestal,ejecutado,169581.1,5889.817,22863.630000000005,794.09
2016-12-01,for01,Derechos de vigencia sector forestal,ejecutado,186698.13,6405.279,17117.03,587.255
2017-03-01,for01,Derechos de vigencia sector forestal,ejecutado,166350.05,5638.265,166350.05,5638.265
2017-06-01,for01,Derechos de vigencia sector forestal,ejecutado,201727.96,6755.147,35377.91,1184.68
2017-09-01,for01,Derechos de vigencia sector forestal,ejecutado,278216.2,9203.207,76488.24000000002,2530.18
2017-12-01,for01,Derechos de vigencia sector forestal,ejecutado,298303.95,9747.09,20087.75,656.368
2018-03-01,for01,Derechos de vigencia forestal,ejecutado,0,0,0,0
2018-06-01,for01,Derechos de vigencia forestal,ejecutado,0,0,0,0
2018-09-01,for01,Derechos de vigencia forestal,ejecutado,3173.95,99.993,3173.95,99.993
2018-12-01,for01,Derechos de vigencia forestal,ejecutado,58835.95,1830.92,55662,1732.149
2019-03-01,for01,Derechos de vigencia forestal,ejecutado,324084,9963.262,324084,9963.262
2019-06-01,for01,Derechos de vigencia forestal,ejecutado,324084,9843.459,0,0
2019-09-01,for01,Derechos de vigencia forestal,ejecutado,324084,9723.795,0,0
2019-12-01,for01,Derechos de vigencia forestal,ejecutado,324084,9615.384,0,0
2020-03-01,for01,Derechos de vigencia forestal,ejecutado,17043.41,501.807,17043.41,501.807
2020-06-01,for01,Derechos de vigencia forestal,ejecutado,17043.41,498.132,0,0
2005-03-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,6101087.35,371365,6101087.35,371365
2005-06-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,11838872.02,711952,5737784.67,345052
2005-09-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,15665422.71,930533,3826550.6900000013,227299
2005-12-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,24202614.06,1420201,8537191.349999998,500959
2006-03-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,6885650.35,399163,6885650.35,399163
2006-06-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,9242044.58,529321,2356394.2300000004,134958
2006-09-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,10090862,570910,848817.4199999999,48023
2006-12-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,11701110,653921,1610248,89989
2007-03-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,1781792.86,98372,1781792.86,98372
2007-06-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,3633977.91,198218,1852185.05,101029
2007-09-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,4676017.95,251957,1042040.04,56148
2007-12-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,5747362.07,305899,1071344.12,57021
2008-03-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,2058227.67,108218,2058227.67,108218
2008-06-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,4533354.17,235481,2475126.5,128568
2008-09-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,6448882.5,330920,1915528.33,98294
2008-12-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,8756516.64,443858,2307634.1400000006,116971
2009-03-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,3825311.73,191560,3825311.73,191560
2009-06-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,7742291.94,383048,3916980.2100000004,193791
2009-09-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,10468569.3,511633,2726277.3600000003,133242
2009-12-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,14319336.56,691279,3850767.26,185899
2010-03-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,5980369.39,285217,5980369.39,285217
2010-06-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,11028921.56,519669,5048552.170000001,237881
2010-09-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,16470744.89,766647,5441823.33,253295
2010-12-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,24038667.52,1105227,7567922.629999999,347951
2011-03-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,7998423.5,363298,7998423.5,363298
2011-06-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,13843341.02,621220,5844917.52,262291
2011-09-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,29563513.14,1310535,15720172.120000001,696867
2011-12-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,58228386.34,2549685,28664873.200000003,1255168
2012-03-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,18512209.4,800766,18512209.4,800766
2012-06-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,27272149.68,1165462,8759940.280000001,374352
2012-09-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,36197182.98,1528116,8925033.299999997,376783
2012-12-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,45128930.88,1881960,8931747.900000006,372470
2013-03-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,8989281.75,370343,8989281.75,370343
2013-06-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,22542772.37,917557,13553490.620000001,551667
2013-09-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,33398075.27,1342875,10855302.899999999,436472
2013-12-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,48388471.72,1921830,14990396.45,595369
2014-03-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,12953856.15,508264,12953856.15,508264
2014-06-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,33175687.16,1286046,20221831.009999998,783894
2014-09-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,39746647.99,1522037,6570960.830000002,251625
2014-12-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,51505135.14,1948204,11758487.149999999,444770
2015-03-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,7042883.14,263179,7042883.14,263179
2015-06-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,18202665.37,672020,11159782.23,412005
2015-09-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,28199467.84,1028434,9996802.469999999,364583
2015-12-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,35684227.72,1285496,7484759.879999999,269633
2016-03-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,7637093.12,271780,7637093.12,271780
2016-06-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,8247074.66,289949,609981.54,21446
2016-09-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,10526238.15,365593,2279163.49,79159
2016-12-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,14446559.04,495636,3920320.8899999987,134499
2017-03-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,3537252.48,119892,3537252.48,119892
2017-06-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,7702451.98,257928,4165199.5000000005,139478
2017-09-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,13106847.51,433566,5404395.529999999,178774
2017-12-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,22232855.64,726459,9126008.13,298193
2018-03-01,for02,Derechos de aprovechamiento forestal,ejecutado,0,0,0,0
2018-06-01,for02,Derechos de aprovechamiento forestal,ejecutado,613926.62,19579,613926.62,19579
2018-09-01,for02,Derechos de aprovechamiento forestal,ejecutado,3610723.04,113753,2996796.42,94411
2018-12-01,for02,Derechos de aprovechamiento forestal,ejecutado,18284269.16,568989,14673546.120000001,456627
2019-03-01,for02,Derechos de aprovechamiento forestal,ejecutado,9098883.57,279725,9098883.57,279725
2019-06-01,for02,Derechos de aprovechamiento forestal,ejecutado,15043543.01,456920,5944659.4399999995,180558
2019-09-01,for02,Derechos de aprovechamiento forestal,ejecutado,20331388.61,610022,5287845.6,158656
2019-12-01,for02,Derechos de aprovechamiento forestal,ejecutado,26345946.75,781669,6014558.140000001,178448
2020-03-01,for02,Derechos de aprovechamiento forestal,ejecutado,7774999.35,228918,7774999.35,228918
2020-06-01,for02,Derechos de aprovechamiento forestal,ejecutado,14750828.26,431127,6975828.91,203884
2005-03-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,0,0,0,0
2005-06-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,0,0,0,0
2005-09-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,0,0,0,0
2005-12-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,0,0,0,0
2006-03-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,0,0,0,0
2006-06-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,0,0,0,0
2006-09-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,710172,40179.3316,710172,40179.3316
2006-12-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,710172,39688.2108,0,0
2007-03-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,2326.51,128.446,2326.51,128.446
2007-06-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,2326.51,126.9015,0,0
2007-09-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,4536.97,244.4645,2210.46,119.1057
2007-12-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,4536.97,241.4765,0,0
2008-03-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,4774.2,251.0181,4774.2,251.0181
2008-06-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,4774.2,247.9914,0,0
2008-09-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,642317.9,32960.1238,637543.7000000001,32715.1388
2008-12-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,642317.9,32558.3524,0,0
2009-03-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,399624,20011.9072,399624,20011.9072
2009-06-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,3812188.06,188606.8747,3412564.06,168835.5957
2009-09-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,4413114.08,215683.2211,600926.02,29369.2067
2009-12-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,4413114.08,213047.008,0,0
2010-03-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,85.31,4.0686,85.31,4.0686
2010-06-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,85.31,4.0197,0,0
2010-09-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,1735.31,80.7717,1650,76.8008
2010-12-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,1735.31,79.7844,0,0
2011-03-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,0,0,0,0
2011-06-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,0,0,0,0
2011-09-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,0,0,0,0
2011-12-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,0,0,0,0
2012-03-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,0,0,0,0
2012-06-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,6099.2,260.6464,6099.2,260.6464
2012-09-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,6099.2,257.4865,0,0
2012-12-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,6099.2,254.3479,0,0
2013-03-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,670,27.6029,670,27.6029
2013-06-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,670,27.271,0,0
2013-09-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,670,26.9395,0,0
2013-12-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,1175.69,46.6945,505.69000000000005,20.0843
2014-03-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,0,0,0,0
2014-06-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,0,0,0,0
2014-09-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,0,0,0,0
2014-12-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,0,0,0,0
2015-03-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,0,0,0,0
2015-06-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,202.93,7.4919,202.93,7.4919
2015-09-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,202.93,7.4009,0,0
2015-12-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,202.93,7.3104,0,0
2016-03-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,0,0,0,0
2016-06-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,0,0,0,0
2016-09-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,0,0,0,0
2016-12-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,0,0,0,0
2017-03-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,0,0,0,0
2017-06-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,0,0,0,0
2017-09-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,345261.15,11421.0094,345261.15,11421.0094
2017-12-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,345261.15,11281.4175,0,0
2018-03-01,geo01,Derecho de superficie de explotación de recursos geotérmicos,ejecutado,0,0,0,0
2018-06-01,geo01,Derecho de superficie de explotación de recursos geotérmicos,ejecutado,0,0,0,0
2018-09-01,geo01,Derecho de superficie de explotación de recursos geotérmicos,ejecutado,0,0,0,0
2018-12-01,geo01,Derecho de superficie de explotación de recursos geotérmicos,ejecutado,0,0,0,0
2019-03-01,geo01,Derecho de superficie de explotación de recursos geotérmicos,ejecutado,219958.88,6762.16,219958.88,6762.16
2019-06-01,geo01,Derecho de superficie de explotación de recursos geotérmicos,ejecutado,219958.88,6680.8486,0,0
2019-09-01,geo01,Derecho de superficie de explotación de recursos geotérmicos,ejecutado,219958.88,6599.6317,0,0
2019-12-01,geo01,Derecho de superficie de explotación de recursos geotérmicos,ejecutado,219958.88,6526.0522,0,0
2020-03-01,geo01,Derecho de superficie de explotación de recursos geotérmicos,ejecutado,0,0,0,0
2020-06-01,geo01,Derecho de superficie de explotación de recursos geotérmicos,ejecutado,0,0,0,0
2005-03-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,0,0,0,0
2005-06-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,0,0,0,0
2005-09-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,0,0,0,0
2005-12-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,0,0,0,0
2006-03-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,0,0,0,0
2006-06-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,0,0,0,0
2006-09-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,0,0,0,0
2006-12-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,0,0,0,0
2007-03-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,0,0,0,0
2007-06-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,883286.4,48179.6,883286.4,48179.606
2007-09-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,1485639.1,80050.3,602352.7000000001,32456.426
2007-12-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,1485639.1,79071.9,0,0
2008-03-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,459208.8,24144.3,459208.8,24144.301
2008-06-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,1691326.4,87854.4,1232117.5999999999,64001.217
2008-09-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,1691326.4,86789.3,0,0
2008-12-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,1691326.4,85731.4,0,0
2009-03-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,0,0,0,0
2009-06-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,1826943.45,90387.5,1826943.45,90387.486
2009-09-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,1826943.45,89288.7,0,0
2009-12-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,1826943.45,88197.3,0,0
2010-03-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,167438.4,7985.5,167438.4,7985.511
2010-06-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,1008214.58,47505.8,840776.1799999999,39616.323
2010-09-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,1480136.58,68894.4,471922.0000000001,21966.062
2010-12-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,639360.4,29395.9,-840776.18,-38656.413
2011-03-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,713306.75,32399.2,713306.75,32399.23
2011-06-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,713306.75,32009.6,0,0
2011-09-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,713306.75,31620.5,0,0
2011-12-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,713306.75,31234,0,0
2012-03-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,808706.85,34981.5,808706.85,34981.498
2012-06-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,808706.85,34559.7,0,0
2012-09-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,808706.85,34140.7,0,0
2012-12-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,808706.85,33724.6,0,0
2013-03-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,848433.5,34954.1,848433.5,34954.051
2013-06-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,848433.5,34533.8,0,0
2013-09-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,848433.5,34113.9,0,0
2013-12-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,848693.5,33707.3,260,10.326
2014-03-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,763722,29965.8,763722,29965.783
2014-06-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,763722,29605.5,0,0
2014-09-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,763722,29245.6,0,0
2014-12-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,763722,28888.1,0,0
2015-03-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,800409,29909.8,800409,29909.773
2015-06-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,800409,29550.1,0,0
2015-09-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,800409,29190.9,0,0
2015-12-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,800409,28834.1,0,0
2016-03-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,841767,29955.9,841767,29955.876
2016-06-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,841767,29594.7,0,0
2016-09-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,841767,29235.9,0,0
2016-12-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,841767,28879.5,0,0
2017-03-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,882450,29909.7,882450,29909.743
2017-06-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,882450,29550.1,0,0
2017-09-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,882450,29190.9,0,0
2017-12-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,882450,28834.1,0,0
2018-03-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,0,0,0,0
2018-06-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,0,0,0,0
2018-09-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,0,0,0,0
2018-12-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,1173780.3,36526.9,1173780.3,36526.947
2019-03-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,977595,30054,977595,30054.044
2019-06-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,977595,29692.7,0,0
2019-09-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,977595,29331.7,0,0
2019-12-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,977595,29004.7,0,0
2020-03-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,1018098,29975.7,1018098,29975.725
